A,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
"Explain the significance of culture and difference in the development of solutions to challenges affecting individuals, collectives and environments;",19,99,85.38,81.22,97.58,19,57.89,89.47,42.11,0,0,0,0,0,0,0,0,10.53,21.05,0,0,10.53,0,10.53,5.26,5.26,0,0,0,5.26,5.26,0,0,0,0,15.79,0,0,0,0,21.05,10.53,10.53,0,0,0,5.26,0,0,0,0,0,0,0,0,0,10.53,0,10.53,0,0,0,0,5.26,0,10.53,0,10.53,0,10.53,0,0,0,0,0,0,0,0,0,0,0,10.53,0,5.26,0,5.26,0,0,0,0,0,0,0
"Explain the significance of intrinsic measures of curvature, for curves and surfaces in 3-dimensional space.",16,99,73.4,95.6,25.77,16,43.75,62.5,37.5,0,0,0,0,0,0,0,0,6.25,25,0,0,6.25,0,6.25,0,0,0,6.25,0,0,0,0,0,0,0,6.25,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,6.25,6.25,0,0,0,0,6.25,0,0,0,0
"Explain the significance of physiological, behavioural, reproductive and nutritional adaptations in vertebrates in relation to their ecology.",17,99,88.03,91.95,25.77,17,58.82,64.71,41.18,5.88,5.88,0,0,0,0,5.88,0,5.88,23.53,0,0,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,11.76,0,0,0,0,11.76,11.76,0,0,0,0,0,0,0,0,0,5.88,0,5.88,0,0,5.88,5.88,0,0,0,0,0,5.88,0,17.65,5.88,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65,5.88,11.76,0,0,0,0,0,0,0,0,0
Explain the significance of pressure injury from both a personal and community perspective.,13,99,98.93,63.54,1,13,46.15,92.31,38.46,0,0,0,0,0,0,0,0,15.38,15.38,0,0,7.69,0,7.69,7.69,0,0,0,7.69,15.38,0,7.69,7.69,0,0,23.08,0,0,0,0,15.38,15.38,0,0,0,0,0,0,0,0,0,7.69,7.69,7.69,0,0,7.69,7.69,0,0,0,0,0,7.69,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0
Explain the significance of specific stars to the films they appear in as well as to the broader social contexts from which they emerge;,24,99,95.2,7.84,92.4,24,20.83,83.33,58.33,12.5,8.33,0,0,0,0,8.33,4.17,12.5,29.17,0,4.17,8.33,0,8.33,16.67,12.5,4.17,0,0,4.17,4.17,0,0,0,0,16.67,0,0,0,0,12.5,4.17,0,0,4.17,4.17,0,4.17,4.17,0,0,0,0,0,0,0,4.17,4.17,0,0,0,0,0,8.33,0,8.33,0,8.33,0,0,4.17,0,0,0,0,4.17,0,0,0,4.17,0,4.17,0,0,0,4.17,0,0,0,0,0,0,0
Explain the significance of the cultural exchange that operated between regions.,11,99,96.52,31.94,25.77,11,63.64,90.91,45.45,9.09,0,0,0,0,0,0,9.09,18.18,18.18,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,9.09,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0
Explain the skills underlying supervision and leadership,7,93.26,99,13.15,25.77,7,57.14,85.71,28.57,0,0,0,0,0,0,0,0,14.29,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.86,0,28.57,28.57,0,0,0,14.29,0,0,0,0,0,42.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Explain the social and economic roles of AI;,8,99,99,7.84,25.77,8,25,87.5,37.5,0,0,0,0,0,0,0,0,12.5,12.5,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,12.5,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0
explain the social harms and experiences of victimisation that flow from crimes of the powerful;,15,99,90.87,10.08,1,15,26.67,93.33,46.67,6.67,0,0,0,0,0,0,6.67,13.33,20,0,0,6.67,0,13.33,0,0,0,0,0,13.33,0,13.33,0,0,0,13.33,0,0,0,0,6.67,6.67,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,20,6.67,6.67,13.33,0,0,0,20,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,6.67,0,0,0,0,0,0,0
"Explain the social impact of information and communications technology (ICT) upon activities in the workplace, communities, and society;",18,99,99,58.07,25.77,18,44.44,72.22,38.89,0,0,0,0,0,0,0,0,11.11,16.67,0,0,11.11,0,5.56,0,0,0,0,0,0,0,0,0,0,0,27.78,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,5.56,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,27.78,0,11.11,0,5.56,0,0,0,0,0,11.11,0
"Explain the sociocultural bases of addictive behaviours (dual diagnosis, Indigenous, youth, older adult, LGBTI, transcultural).",15,99,90.87,98.01,25.77,15,46.67,60,13.33,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,6.67,6.67,6.67,0,0,0,0,0,0,0,0,0,13.33,0,0,0,0,13.33,13.33,0,0,0,0,0,0,0,0,0,13.33,0,13.33,0,0,0,0,0,0,0,0,0,6.67,0,20,6.67,0,13.33,0,0,0,0,0,0,0,0,0,0,0,0,53.33,6.67,33.33,0,0,0,0,0,0,0,13.33,0
explain the strategic and operational perspectives of logistics,8,99,89.42,7.84,25.77,8,62.5,75,37.5,0,0,0,0,0,0,0,0,12.5,12.5,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,12.5,0,12.5,0,0,0,0,12.5,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"explain the strategic importance of talent management by understanding how to attract, select, develop and retain employees in the context of dynamic change",23,99,66.81,27.39,99,23,43.48,82.61,39.13,0,0,0,0,0,0,0,0,8.7,21.74,0,4.35,8.7,0,8.7,0,0,4.35,0,0,13.04,13.04,0,0,0,0,4.35,0,0,0,0,17.39,8.7,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,17.39,0,8.7,8.7,0,0,0,8.7,0,8.7,4.35,4.35,0,13.04,0,0,0,0,0,0,0,0,0,0,0,8.7,0,8.7,0,0,0,0,0,0,0,0,0
"Explain the structural and neural mechanisms that underpin the special senses and their ability to perceive vision, hearing, smell, taste and balance.",22,80.14,91.35,11,94.75,22,40.91,77.27,36.36,9.09,4.55,0,0,0,0,4.55,4.55,9.09,4.55,0,0,13.64,0,4.55,4.55,0,0,0,0,4.55,4.55,0,0,0,0,13.64,0,0,0,0,13.64,13.64,0,0,0,0,0,22.73,0,4.55,0,9.09,4.55,0,0,4.55,4.55,0,4.55,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,4.55,13.64,0,0,0,0,0,0,0,0,0
"Explain the structure and function of the human body at cellular, organ, and system levels.Themeslabel Theme III: Foundations of Clinical Practice",22,99,81.84,31.94,25.77,22,36.36,63.64,31.82,0,0,0,0,0,0,0,0,9.09,13.64,0,0,9.09,0,4.55,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,4.55,4.55,0,0,0,0,0,0,0,0,0,9.09,4.55,4.55,0,0,4.55,0,4.55,0,0,0,0,9.09,0,13.64,0,13.64,0,9.09,0,0,0,0,0,0,0,0,0,0,0,18.18,4.55,9.09,4.55,0,0,0,0,0,0,0,0
"Explain the structure and function of the human body at cellular, organ, and system levelsThemeslabel Theme III",17,99,88.03,6.2,25.77,17,29.41,52.94,35.29,0,0,0,0,0,0,0,0,11.76,11.76,0,0,11.76,0,5.88,0,0,0,0,0,0,0,0,0,0,0,11.76,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0,5.88,0,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,0,11.76,0,0,0,0,0,0,0,0,0
"Explain the structure and function of the human body at cellular, organ, system and whole body levels.",17,99,88.03,28.81,25.77,17,23.53,70.59,35.29,0,0,0,0,0,0,0,0,11.76,11.76,0,0,11.76,0,5.88,0,0,0,0,5.88,0,0,0,0,0,0,11.76,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,11.76,11.76,0,0,0,0,0,0,0,0,0,0,5.88,0,11.76,0,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65,5.88,11.76,0,0,0,0,0,0,0,0,0
"Explain the suitable techniques for the management and visualisation of large quantities of data, typical of infrastructure systems.",18,99,71.09,4.97,25.77,18,50,61.11,38.89,0,0,0,0,0,0,0,0,11.11,22.22,0,0,5.56,0,5.56,11.11,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,5.56,0,5.56,0,5.56,0,5.56,0,0,0,0,0,0,0,0,0,0,0,11.11,5.56,5.56,0,0,0,0,0,0,0,0,0
Explain the system of courts and their operation at the state and national level;,14,97.73,92.33,89.63,25.77,14,21.43,78.57,50,7.14,7.14,0,0,0,0,7.14,0,14.29,14.29,0,0,14.29,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,7.14,0,21.43,0,21.43,0,7.14,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,7.14,0,0,0,0,0,0,0
Explain the technical advances that facilitate cardiac and quantitative CT.,10,78.3,84.14,43.37,25.77,10,60,60,30,10,0,0,0,0,0,0,10,10,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,10,0,10,0,0,10,0,10,0,10,0,0,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0
Explain the technical elements of theatre and how they contribute to the aesthetic of the performance;,16,99,89.42,1,25.77,16,43.75,75,56.25,6.25,6.25,0,0,0,0,6.25,0,18.75,18.75,0,6.25,12.5,0,6.25,0,0,6.25,0,0,0,0,0,0,0,0,12.5,0,0,0,0,12.5,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,6.25,0,0,0,0,0,0,0
"Explain the technical, professional and socio-economic contexts that motivate research, and the implications of research outcomes;",17,93.26,72.17,6.2,25.77,17,58.82,82.35,35.29,5.88,0,0,0,0,0,0,5.88,11.76,5.88,0,0,11.76,0,5.88,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,23.53,11.76,17.65,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,5.88,0,0,0,0,5.88,0,0,0,0,0,29.41,0,0,5.88,0,0,0,0,0,0,0,0,23.53,0,11.76,0,5.88,0,0,5.88,0,0,0,0
Explain the ten knowledge areas of the Project Management Body of Knowledge;,12,99,79.76,98.01,25.77,12,41.67,100,33.33,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,8.33,0,0,0,8.33,0,0,0,0,0,0,0,8.33,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,8.33,0,0,8.33,0,0,0,8.33,0,8.33,0,8.33,0,16.67,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,8.33,0,0,0,0,0,0,0
Explain the theoretical and policy concerns underpinning the patent system;,10,98.58,84.14,3.37,25.77,10,40,60,30,0,0,0,0,0,0,0,0,20,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,20,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0
Explain the theoretical basis behind finite element and meshless methods.,10,98.58,84.14,43.37,25.77,10,50,60,30,0,0,0,0,0,0,0,0,10,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0
explain the theoretical basis of movement analysis as applied to rhythmic and expressive movement,14,99,92.33,99,25.77,14,57.14,92.86,35.71,0,0,0,0,0,0,0,0,7.14,21.43,0,0,14.29,0,7.14,7.14,7.14,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,28.57,14.29,7.14,0,7.14,0,0,0,0,0,0,7.14,0,0,0,7.14,0,0,0,0,0,0,0,7.14,0,21.43,14.29,0,7.14,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
explain the theoretical concepts of automated planning and reasoning techniques,10,98.58,84.14,43.37,25.77,10,70,70,30,0,0,0,0,0,0,0,0,10,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,20,10,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Explain the theoretical foundations of Artificial Intelligence (AI) - such as the Turing test, Rational Agency and the Frame Problem - that underpin the application to information technology and society;",28,97.73,76.25,4.35,25.77,28,42.86,78.57,39.29,3.57,0,0,0,0,0,0,3.57,14.29,10.71,0,3.57,10.71,0,3.57,3.57,3.57,0,0,0,7.14,3.57,3.57,0,0,0,7.14,0,0,0,0,17.86,10.71,3.57,3.57,3.57,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,3.57,0,3.57,0,3.57,0,3.57,0,14.29,0,0,0,0,0,0,0,0,0,0,0,21.43,0,3.57,0,3.57,0,0,7.14,0,0,7.14,0
"Explain the theoretical foundations of Artificial Intelligence (AI) - such as the Turing test, Rational Agency and the Frame Problem - that underpin the application to information technology and society;",28,97.73,76.25,4.35,25.77,28,42.86,78.57,39.29,3.57,0,0,0,0,0,0,3.57,14.29,10.71,0,3.57,10.71,0,3.57,3.57,3.57,0,0,0,7.14,3.57,3.57,0,0,0,7.14,0,0,0,0,17.86,10.71,3.57,3.57,3.57,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,3.57,0,3.57,0,3.57,0,3.57,0,14.29,0,0,0,0,0,0,0,0,0,0,0,21.43,0,3.57,0,3.57,0,0,7.14,0,0,7.14,0
explain the theoretical underpinnings of political ecology;,7,99,92.33,13.15,25.77,7,71.43,71.43,28.57,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,28.57,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0
Explain the theories and principles of usability as applied to interface and interaction design;,14,97.73,92.33,1.06,25.77,14,50,64.29,42.86,0,0,0,0,0,0,0,0,7.14,21.43,0,0,21.43,0,7.14,7.14,7.14,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,14.29,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,7.14,0,0,0,0,0,0,0
"Explain the theory and basic principles of materials in energy conversion, storage and utilisation.",14,97.73,92.33,13.15,99,14,42.86,71.43,35.71,0,0,0,0,0,0,0,0,7.14,14.29,0,0,14.29,0,7.14,7.14,0,0,0,0,7.14,7.14,0,0,0,0,14.29,0,0,0,0,14.29,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,7.14,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,7.14,7.14,0,0,0,0,0,0,0,0,0
Explain the theory underlying analysis of variance and multiple regression (general linear models);,13,97.95,77.92,63.54,25.77,13,53.85,69.23,23.08,0,0,0,0,0,0,0,0,7.69,7.69,0,0,7.69,0,7.69,7.69,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,0,0,23.08,15.38,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,7.69,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,23.08,0,0,0,7.69,0,0,0,0,0,15.38,0
"Explain the three major functions of an operating system (OS), namely, process management, memory management, and file management;",18,97.07,71.09,4.97,25.77,18,38.89,66.67,27.78,0,0,0,0,0,0,0,0,11.11,5.56,0,5.56,5.56,0,5.56,0,0,0,5.56,0,0,0,0,0,0,0,5.56,0,0,0,0,16.67,11.11,0,0,0,5.56,0,0,0,0,0,5.56,0,5.56,0,0,16.67,0,0,16.67,0,0,0,5.56,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,38.89,0,22.22,0,5.56,0,0,0,0,0,11.11,0
"explain the three major functions of an operating system (OS), namely, process management, memory management, and file management;",18,97.07,71.09,4.97,25.77,18,38.89,66.67,27.78,0,0,0,0,0,0,0,0,11.11,5.56,0,5.56,5.56,0,5.56,0,0,0,5.56,0,0,0,0,0,0,0,5.56,0,0,0,0,16.67,11.11,0,0,0,5.56,0,0,0,0,0,5.56,0,5.56,0,0,16.67,0,0,16.67,0,0,0,5.56,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,38.89,0,22.22,0,5.56,0,0,0,0,0,11.11,0
"Explain the three major functions of an operating system (OS), namely, process management, memory management, and file management;",18,97.07,71.09,4.97,25.77,18,38.89,66.67,27.78,0,0,0,0,0,0,0,0,11.11,5.56,0,5.56,5.56,0,5.56,0,0,0,5.56,0,0,0,0,0,0,0,5.56,0,0,0,0,16.67,11.11,0,0,0,5.56,0,0,0,0,0,5.56,0,5.56,0,0,16.67,0,0,16.67,0,0,0,5.56,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,38.89,0,22.22,0,5.56,0,0,0,0,0,11.11,0
"Explain the tools and procedures used for different types of environmental assessments, particularly for Australian jurisdictions",16,99,50,35.37,25.77,16,50,62.5,37.5,0,0,0,0,0,0,0,0,6.25,18.75,0,6.25,6.25,0,12.5,6.25,6.25,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,25,6.25,6.25,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0
Explain the type of algorithm required for a particular image processing task among a wide range of available methodologies;,19,99,70.08,19.27,25.77,19,36.84,63.16,36.84,0,0,0,0,0,0,0,0,15.79,21.05,0,0,0,0,5.26,10.53,5.26,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,5.26,5.26,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,10.53,0,10.53,0,5.26,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,5.26,0,0,0,0,0,0,0
Explain the underlying physical principles and imaging parameters that define the signal and contrast sensitivity in MRI,17,93.26,72.17,66.34,25.77,17,47.06,64.71,35.29,5.88,0,0,0,0,0,0,5.88,11.76,5.88,0,0,11.76,0,11.76,5.88,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,17.65,17.65,0,0,0,0,0,0,0,0,0,11.76,0,11.76,0,0,0,0,0,0,0,0,0,11.76,0,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Explain the use of  CT technology and software systems in medico-legal death investigations;,14,99,76.25,13.15,25.77,14,35.71,71.43,28.57,0,0,0,0,0,0,0,0,7.14,14.29,0,0,7.14,0,14.29,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,14.29,7.14,7.14,0,0,0,0,0,0,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,14.29,0,7.14,0,7.14,0,14.29,0,0,7.14,0,7.14,0,0,0,0,0,0,14.29,0,0,0,7.14,0,0,7.14,0,0,0,0
Explain the use of and process of public health advocacy and apply the advocacy framework to a current public health nutrition issue.,22,99,91.35,2.4,25.77,22,31.82,72.73,36.36,0,0,0,0,0,0,0,0,13.64,13.64,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,13.64,0,0,0,0,9.09,4.55,4.55,0,0,0,0,0,0,0,0,13.64,0,13.64,0,0,0,0,0,0,0,0,0,13.64,0,4.55,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,4.55,4.55,0,0,0,0,0,0,0,0,0,0
"Explain the use of public relations techniques in specific contexts, such as: business and industry, government and politics, non-profit organisations, health care and education.",25,88.69,78.82,6.7,99,25,44,84,32,0,0,0,0,0,0,0,0,4,12,0,4,16,0,12,12,4,0,0,0,8,8,0,0,0,0,8,0,0,0,0,16,8,4,0,0,4,0,0,0,0,0,4,0,4,0,0,20,4,0,12,4,0,0,12,0,4,0,4,0,24,0,0,8,0,0,0,0,0,0,0,0,28,4,16,4,0,0,0,4,0,0,0,0
"explain the use of the computer practically as a business, accounting and auditing tool with reference to spreadsheet analysis software, CAATs software and automated audit working papers in selected case studies",31,99,62.65,8.87,25.77,31,48.39,74.19,35.48,0,0,0,0,0,0,0,0,9.68,16.13,0,3.23,9.68,0,9.68,3.23,3.23,0,0,0,0,0,0,0,0,0,3.23,0,0,0,0,16.13,9.68,3.23,0,3.23,0,0,0,0,0,0,0,0,0,0,0,3.23,0,3.23,0,0,0,0,6.45,0,3.23,0,3.23,0,19.35,0,0,12.9,0,0,0,0,0,0,0,0,6.45,0,6.45,0,0,0,0,0,0,0,0,0
explain the value and use of the various forms of intellectual property and outline when and how to protect intellectual property,21,79.28,68.29,2.82,99,21,38.1,85.71,47.62,0,0,0,0,0,0,0,0,9.52,14.29,0,9.52,23.81,0,9.52,4.76,4.76,9.52,0,4.76,14.29,14.29,0,0,0,0,4.76,0,0,0,0,14.29,4.76,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,4.76,0,9.52,0,4.76,0,0,4.76,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Explain the value of implementing electronic information and knowledge management systems in various organisational contexts;,15,99,74.76,82.75,99,15,66.67,66.67,26.67,0,0,0,0,0,0,0,0,6.67,13.33,0,0,6.67,0,6.67,6.67,6.67,0,0,6.67,6.67,6.67,0,0,0,0,6.67,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,6.67,0,0,0,6.67,0,6.67,0,6.67,0,6.67,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,6.67,0,0,0,0,0,0,0
"Explain the various biochemical pathways involved in the biosynthesis of macro-molecules (lipids and carbohydrates);  including their functions, interrelationships and regulation;",21,98.45,92.33,2.82,25.77,21,57.14,57.14,38.1,4.76,4.76,0,0,0,0,4.76,0,9.52,14.29,0,0,9.52,0,4.76,4.76,4.76,0,0,4.76,0,0,0,0,0,0,14.29,0,0,0,0,4.76,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,4.76,0,0,0,4.76,0,4.76,0,4.76,0,4.76,0,0,0,0,0,0,0,0,0,0,0,28.57,0,4.76,0,9.52,0,0,4.76,0,0,9.52,0
"Explain the various biochemical pathways used to generate energy, including their functions, interrelationships and regulation;",15,97.53,90.87,1,99,15,60,73.33,33.33,6.67,6.67,0,0,0,0,6.67,0,6.67,13.33,0,0,6.67,0,13.33,6.67,6.67,0,0,6.67,6.67,6.67,0,0,0,0,13.33,0,0,0,0,20,6.67,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,6.67,0,0,6.67,6.67,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,20,0,13.33,0,6.67,0,0,0,0,0,0,0
Explain the various suggested normative foundations of the state and of property rights;,13,99,93.79,17.46,25.77,13,46.15,69.23,38.46,0,0,0,0,0,0,0,0,15.38,15.38,0,0,7.69,0,7.69,7.69,7.69,0,0,7.69,0,0,0,0,0,0,15.38,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,7.69,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,7.69,0,0,0,0,0,0,0
"explain the various tools and approaches for firms in hedging transaction exchange exposure, and recommend the most appropriate approach to hedging in a variety of economic and firm-specific circumstances",30,99,74.76,23.51,25.77,30,50,76.67,36.67,0,0,0,0,0,0,0,0,10,16.67,0,0,10,0,3.33,16.67,10,0,0,10,0,0,0,0,0,0,6.67,0,0,0,0,10,3.33,0,0,3.33,3.33,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,6.67,0,0,3.33,0,13.33,6.67,6.67,0,3.33,0,0,10,0,0,0,0,0,0,0,0,6.67,0,3.33,0,0,0,0,3.33,0,0,0,0
Explain the Vietnamese refugee movement of the late twentieth century including the response to this movement;,16,99,73.4,95.6,25.77,16,56.25,87.5,43.75,6.25,0,0,0,0,0,0,6.25,18.75,18.75,0,0,0,0,6.25,6.25,0,0,6.25,0,0,0,0,0,0,0,6.25,0,0,0,0,12.5,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,25,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,6.25,0,0,0,0,0,0,0
Explain the way the theoretical perspective adopted by a clinician can influence the manner of interpreting the development and treatment of a psychological disorder.,24,99,66.17,23.51,25.77,24,45.83,83.33,45.83,0,0,0,0,0,0,0,0,25,12.5,4.17,0,4.17,0,4.17,0,0,0,0,0,0,0,0,0,0,0,4.17,0,0,0,0,20.83,12.5,4.17,0,4.17,0,0,0,0,0,0,4.17,0,4.17,0,0,4.17,0,0,4.17,0,0,0,8.33,0,4.17,0,4.17,0,8.33,0,0,0,0,0,0,0,0,0,0,0,4.17,4.17,0,0,0,0,0,0,0,0,0,0
